1040,-930,1395.17,69.16
571,-1188,1318.1,70.65
304,-1389,1421.88,67.26
-176,-1738,1746.89,66.0
-703,-1562,1712.91,67.53
-395,-1492,1543.4,68.81
3177,-875,3295.29,65.51
2785,-562,2841.14,65.67
3209,-495,3246.95,71.23
2967,-943,3113.25,68.04
3164,-1265,3407.51,71.59
3461,-1319,3703.82,68.23
3892,-1158,4060.62,69.03
3526,-1040,3676.18,70.26
3019,-1329,3298.58,67.63
2797,-1856,3356.78,65.81
4535,-970,4637.58,67.88
3983,-736,4050.43,66.53
4198,-1149,4352.4,69.8
3840,-869,3937.1,69.0
3538,-1130,3714.07,66.45
3717,-1520,4015.78,68.49
4056,-1813,4442.76,64.76
4347,-1948,4763.52,67.92
4553,-1420,4769.3,67.08
4536,-1101,4667.71,65.66
